t, u, x
12.240000, -5.101925, 0.146750
12.250000, -6.861775, 0.147000
12.260000, -7.097994, 0.147000
12.270000, -5.751402, 0.146500
12.280000, -3.116682, 0.146000
12.290000, 0.220466, 0.145250
12.300000, 3.512736, 0.144500
12.310000, 6.016878, 0.144000
12.320000, 7.163291, 0.144250
12.330000, 6.686155, 0.145000
12.340000, 4.687353, 0.146000
12.350000, 1.616300, 0.147000
12.360000, -1.828703, 0.147500
12.370000, -4.858522, 0.147750
12.380000, -6.774548, 0.148250
12.390000, -7.129756, 0.148250
12.400000, -5.835595, 0.147750
12.410000, -3.185320, 0.146750
12.420000, 0.209613, 0.146250
12.430000, 3.560122, 0.145750
12.440000, 6.081999, 0.145750
12.450000, 7.179642, 0.145750
12.460000, 6.588791, 0.146750
12.470000, 4.441768, 0.147750
12.480000, 1.240638, 0.148500
12.490000, -2.259380, 0.149000
12.500000, -5.226114, 0.149750
12.510000, -6.949187, 0.149750
12.520000, -7.010753, 0.149750
12.530000, -5.389233, 0.149500
12.540000, -2.467937, 0.148750
12.550000, 1.053243, 0.148000
12.560000, 4.323769, 0.147750
12.570000, 6.548950, 0.147750
12.580000, 7.182227, 0.147750
12.590000, 6.062508, 0.148500
12.600000, 3.456687, 0.149750
12.610000, -0.001534, 0.150250
12.620000, -3.463809, 0.150750
12.630000, -6.075390, 0.151000
12.640000, -7.185571, 0.151000
12.650000, -6.512601, 0.151000
12.660000, -4.216571, 0.150250
12.670000, -0.864451, 0.149500
12.680000, 2.708830, 0.149000
12.690000, 5.606206, 0.148750
12.700000, 7.095241, 0.148500
12.710000, 6.793944, 0.149250
12.720000, 4.771060, 0.150750
12.730000, 1.533808, 0.152000
12.740000, -2.098794, 0.152250
12.750000, -5.199767, 0.153000
12.760000, -6.972771, 0.153250
12.770000, -6.956649, 0.153250
12.780000, -5.148210, 0.152750
12.790000, -2.007092, 0.152000
12.800000, 1.657740, 0.151250
12.810000, 4.896994, 0.150750
12.820000, 6.864473, 0.150750
12.830000, 7.040872, 0.151250
12.840000, 5.372669, 0.152500
12.850000, 2.290537, 0.153500
12.860000, -1.399298, 0.154000
12.870000, -4.724099, 0.154500
12.880000, -6.801455, 0.154500
12.890000, -7.074123, 0.154750
12.900000, -5.462065, 0.154250
12.910000, -2.388350, 0.153500
12.920000, 1.329460, 0.153000
12.930000, 4.694896, 0.152750
12.940000, 6.799383, 0.152500
12.950000, 7.069155, 0.152500
12.960000, 5.423474, 0.153000
12.970000, 2.301869, 0.154250
12.980000, -1.451330, 0.154750
12.990000, -4.812600, 0.155000
13.000000, -6.859341, 0.155500
13.010000, -7.023625, 0.155500
13.020000, -5.252425, 0.155000
13.030000, -2.027306, 0.154250
13.040000, 1.764064, 0.153750
13.050000, 5.069698, 0.153500
13.060000, 6.966955, 0.153500
13.070000, 6.919409, 0.154250
13.080000, 4.932453, 0.155250
13.090000, 1.556824, 0.156250
13.100000, -2.262075, 0.156500
13.110000, -5.446683, 0.156500
13.120000, -7.091513, 0.156750
13.130000, -6.723010, 0.156500
13.140000, -4.437926, 0.156000
13.150000, -0.881608, 0.155500
13.160000, 2.932273, 0.154750
13.170000, 5.908033, 0.154500
13.180000, 7.184947, 0.154500
13.190000, 6.386960, 0.155250
13.200000, 3.736844, 0.156000
13.210000, -0.002835, 0.156500
13.220000, -3.746381, 0.156750
13.230000, -6.399875, 0.156750
13.240000, -7.181096, 0.156750
13.250000, -5.852781, 0.156250
13.260000, -2.797862, 0.155500
13.270000, 1.087683, 0.154750
13.280000, 4.656089, 0.154250
13.290000, 6.845206, 0.154250
13.300000, 6.997169, 0.154750
13.310000, 5.058216, 0.155750
13.320000, 1.600735, 0.157000
13.330000, -2.341848, 0.157250
13.340000, -5.584109, 0.157500
13.350000, -7.142850, 0.157500
13.360000, -6.539011, 0.157500
13.370000, -3.947386, 0.157000
13.380000, -0.149452, 0.156500
13.390000, 3.698962, 0.156250
13.400000, 6.418782, 0.156250
13.410000, 7.169707, 0.156500
13.420000, 5.712369, 0.157750
13.430000, 2.488077, 0.159250
13.440000, -1.511394, 0.159750
13.450000, -5.046092, 0.160000
13.460000, -7.013235, 0.160000
13.470000, -6.791555, 0.159750
13.480000, -4.441774, 0.159250
13.490000, -0.693400, 0.158750
13.500000, 3.278087, 0.158250
13.510000, 6.219037, 0.158000
13.520000, 7.193443, 0.157750
13.530000, 5.883786, 0.158500
13.540000, 2.698051, 0.159750
13.550000, -1.353684, 0.160000
13.560000, -4.976769, 0.160250
13.570000, -7.005835, 0.160500
13.580000, -6.780794, 0.160500
13.590000, -4.365184, 0.160000
13.600000, -0.532582, 0.159500
13.610000, 3.477856, 0.159250
13.620000, 6.360578, 0.159000
13.630000, 7.169482, 0.159000
13.640000, 5.631279, 0.160250
13.650000, 2.241716, 0.161750
13.660000, -1.890351, 0.162500
13.670000, -5.403332, 0.162500
13.680000, -7.131471, 0.162500
13.690000, -6.493621, 0.162500
13.700000, -3.692682, 0.162000
13.710000, 0.344955, 0.161500
13.720000, 4.271913, 0.161250
13.730000, 6.769676, 0.161000
13.740000, 6.991153, 0.161500
13.750000, 4.852578, 0.162750
13.760000, 1.068563, 0.163500
13.770000, -3.083036, 0.164000
13.780000, -6.190217, 0.164250
13.790000, -7.188242, 0.164250
13.800000, -5.726778, 0.164250
13.810000, -2.297834, 0.163750
13.820000, 1.926343, 0.163500
13.830000, 5.490958, 0.163500
13.840000, 7.159534, 0.163500
13.850000, 6.345550, 0.164500
13.860000, 3.322268, 0.165750
13.870000, -0.864163, 0.166250
13.880000, -4.753422, 0.166500
13.890000, -6.979557, 0.166750
13.900000, -6.752512, 0.166750
13.910000, -4.142605, 0.166000
13.920000, -0.064006, 0.165500
13.930000, 4.042527, 0.165000
13.940000, 6.716010, 0.165000
13.950000, 6.996988, 0.165000
13.960000, 4.775432, 0.166000
13.970000, 0.837895, 0.166750
13.980000, -3.405490, 0.166750
13.990000, -6.426153, 0.166750
14.000000, -7.126311, 0.166750
14.010000, -5.243059, 0.166000
14.020000, -1.450682, 0.165250
14.030000, 2.875306, 0.164500
14.040000, 6.155205, 0.164500
14.050000, 7.182373, 0.164750
14.060000, 5.570065, 0.165500
14.070000, 1.902051, 0.166500
14.080000, -2.473564, 0.166750
14.090000, -5.937638, 0.166750
14.100000, -7.198758, 0.166750
14.110000, -5.778342, 0.166250
14.120000, -2.196225, 0.165500
14.130000, 2.213111, 0.165000
14.140000, 5.796215, 0.164500
14.150000, 7.199575, 0.164500
14.160000, 5.884103, 0.165500
14.170000, 2.337351, 0.166250
14.180000, -2.101650, 0.166500
14.190000, -5.745538, 0.166500
14.200000, -7.198802, 0.166500
14.210000, -5.896197, 0.166250
14.220000, -2.327104, 0.165750
14.230000, 2.142654, 0.165500
14.240000, 5.790420, 0.165000
14.250000, 7.199959, 0.165000
14.260000, 5.815240, 0.165500
14.270000, 2.164421, 0.166500
14.280000, -2.335874, 0.166500
14.290000, -5.927200, 0.166500
14.300000, -7.195878, 0.166500
14.310000, -5.633223, 0.166000
14.320000, -1.844883, 0.165500
14.330000, 2.678215, 0.165000
14.340000, 6.143864, 0.165000
14.350000, 7.168502, 0.165000
14.360000, 5.333557, 0.166000
14.370000, 1.362321, 0.166500
14.380000, -3.160355, 0.166750
14.390000, -6.417243, 0.166750
14.400000, -7.088801, 0.166750
14.410000, -4.893373, 0.166250
14.420000, -0.710620, 0.165500
14.430000, 3.766572, 0.165250
14.440000, 6.712671, 0.165000
14.450000, 6.917243, 0.165500
14.460000, 4.285443, 0.166250
14.470000, -0.111596, 0.166500
14.480000, -4.468058, 0.166750
14.490000, -6.982435, 0.166750
14.500000, -6.605180, 0.166500
14.510000, -3.481868, 0.166000
14.520000, 1.096589, 0.165750
14.530000, 5.222303, 0.165250
14.540000, 7.164143, 0.165250
14.550000, 6.097987, 0.166250
14.560000, 2.460959, 0.167250
14.570000, -2.219932, 0.167500
14.580000, -5.966189, 0.167500
14.590000, -7.182354, 0.167250
14.600000, -5.340569, 0.167250
14.610000, -1.215873, 0.166500
14.620000, 3.434648, 0.166500
14.630000, 6.615802, 0.166500
14.640000, 6.951969, 0.166500
14.650000, 4.287003, 0.167500
14.660000, -0.237278, 0.167750
14.670000, -4.663774, 0.168250
14.680000, -7.065494, 0.168000
14.690000, -6.386406, 0.168000
14.700000, -2.911594, 0.167500
14.710000, 1.845180, 0.167000
14.720000, 5.795368, 0.166750
14.730000, 7.193621, 0.166750
14.740000, 5.411037, 0.167500
14.750000, 1.226294, 0.168000
14.760000, -3.509118, 0.168000
14.770000, -6.684888, 0.168000
14.780000, -6.875011, 0.167750
14.790000, -3.982569, 0.167250
14.800000, 0.703965, 0.166500
14.810000, 5.078416, 0.166500
14.820000, 7.162655, 0.166500
14.830000, 6.002749, 0.167250
14.840000, 2.113332, 0.168000
14.850000, -2.743802, 0.168250
14.860000, -6.352767, 0.168250
14.870000, -7.055351, 0.168000
14.880000, -4.517432, 0.167500
14.890000, 0.104044, 0.167000
14.900000, 4.683240, 0.166750
14.910000, 7.098732, 0.166750
14.920000, 6.220565, 0.167500
14.930000, 2.444983, 0.168500
14.940000, -2.476505, 0.169250
14.950000, -6.244510, 0.169250
14.960000, -7.085643, 0.169000
14.970000, -4.592883, 0.169000
14.980000, 0.070118, 0.168500
14.990000, 4.705495, 0.168250
15.000000, 7.113626, 0.168250
15.010000, 6.140258, 0.168750
15.020000, 2.236876, 0.170000
15.030000, -2.740992, 0.170500
15.040000, -6.410163, 0.170500
15.050000, -7.001075, 0.170500
15.060000, -4.217207, 0.170000
15.070000, 0.608510, 0.169750
15.080000, 5.145068, 0.169750
15.090000, 7.186022, 0.169750
15.100000, 5.727060, 0.170750
15.110000, 1.467741, 0.171250
15.120000, -3.515320, 0.171500
15.130000, -6.777384, 0.171500
15.140000, -6.704621, 0.171500
15.150000, -3.320341, 0.171000
15.160000, 1.712092, 0.170500
15.170000, 5.900321, 0.170250
15.180000, 7.155564, 0.170750
15.190000, 4.840105, 0.172000
15.200000, 0.099186, 0.173250
15.210000, -4.697084, 0.173250
15.220000, -7.134856, 0.173250
15.230000, -5.975476, 0.173000
15.240000, -1.791340, 0.172500
15.250000, 3.306131, 0.172250
15.260000, 6.727676, 0.172250
15.270000, 6.722258, 0.172750
15.280000, 3.279354, 0.173250
15.290000, -1.848959, 0.173500
15.300000, -6.032476, 0.173500
15.310000, -7.111248, 0.173500
15.320000, -4.516077, 0.173500
15.330000, 0.422391, 0.173000
15.340000, 5.146875, 0.173000
15.350000, 7.195431, 0.173250
15.360000, 5.487423, 0.173750
15.370000, 0.903382, 0.174500
15.380000, -4.160277, 0.174500
15.390000, -7.038932, 0.174500
15.400000, -6.204772, 0.174250
15.410000, -2.085211, 0.173750
15.420000, 3.145878, 0.173750
15.430000, 6.708644, 0.173500
15.440000, 6.695689, 0.173750
15.450000, 3.100469, 0.174750
15.460000, -2.161920, 0.175250
15.470000, -6.267514, 0.175250
15.480000, -6.997628, 0.175250
15.490000, -3.945026, 0.175000
15.500000, 1.249948, 0.174750
15.510000, 5.771319, 0.174750
15.520000, 7.151976, 0.174750
15.530000, 4.625665, 0.175500
15.540000, -0.437845, 0.176250
15.550000, -5.266521, 0.176500
15.560000, -7.199617, 0.176500
15.570000, -5.158590, 0.176250
15.580000, -0.258737, 0.176000
15.590000, 4.790574, 0.176000
15.600000, 7.178130, 0.176500
15.610000, 5.561991, 0.177500
15.620000, 0.831236, 0.178500
15.630000, -4.371200, 0.179000
15.640000, -7.119998, 0.179000
15.650000, -5.855519, 0.178500
15.660000, -1.277764, 0.178250
15.670000, 4.029625, 0.178000
15.680000, 7.051661, 0.178000
15.690000, 6.056800, 0.178500
15.700000, 1.598894, 0.179000
15.710000, -3.780320, 0.179000
15.720000, -6.993296, 0.179000
15.730000, -6.180523, 0.178500
15.740000, -1.796553, 0.178000
15.750000, 3.632317, 0.178000
15.760000, 6.958245, 0.178000
15.770000, 6.236346, 0.178000
15.780000, 1.872981, 0.178500
15.790000, -3.591506, 0.179000
15.800000, -6.954066, 0.179000
15.810000, -6.228612, 0.178500
15.820000, -1.827689, 0.178000
15.830000, 3.658955, 0.178000
15.840000, 6.981686, 0.178000
15.850000, 6.156513, 0.178250
15.860000, 1.660283, 0.178500
15.870000, -3.833504, 0.178750
15.880000, -7.035657, 0.178750
15.890000, -6.013490, 0.178250
15.900000, -1.367236, 0.178000
15.910000, 4.109875, 0.177750
15.920000, 7.103808, 0.178000
15.930000, 5.787248, 0.178500
15.940000, 0.945855, 0.178500
15.950000, -4.478032, 0.179000
15.960000, -7.167241, 0.178750
15.970000, -5.461108, 0.178250
15.980000, -0.393307, 0.178000
15.990000, 4.922591, 0.177750
16.000000, 7.199682, 0.178000
16.010000, 5.014890, 0.178500
16.020000, -0.290052, 0.178500
16.030000, -5.419881, 0.178500
16.040000, -7.167855, 0.178500
16.050000, -4.426133, 0.178250
16.060000, 1.099306, 0.178000
16.070000, 5.938028, 0.178000
16.080000, 7.031938, 0.178250
16.090000, 3.674469, 0.178750
16.100000, -2.019509, 0.179000
16.110000, -6.433668, 0.179000
16.120000, -6.747036, 0.178500
16.130000, -2.743694, 0.178250
16.140000, 3.023832, 0.178000
16.150000, 6.852803, 0.178000
16.160000, 6.266549, 0.178250
16.170000, 1.628123, 0.179000
16.180000, -4.070282, 0.179000
16.190000, -7.129777, 0.179000
16.200000, -5.546558, 0.179000
16.210000, -0.337843, 0.178500
16.220000, 5.097372, 0.178250
16.230000, 7.190807, 0.178500
16.240000, 4.551799, 0.178750
16.250000, -1.094845, 0.179000
16.260000, -6.022501, 0.179000
16.270000, -6.959213, 0.178750
16.280000, -3.266771, 0.178000
16.290000, 2.608608, 0.178000
16.300000, 6.745328, 0.178000
16.310000, 6.363901, 0.178500
16.320000, 1.703973, 0.179000
16.330000, -4.109192, 0.179000
16.340000, -7.151663, 0.178750
16.350000, -5.352010, 0.178250
16.360000, 0.085042, 0.178000
16.370000, 5.469428, 0.177750
16.380000, 7.125334, 0.178000
16.390000, 3.905475, 0.178500
16.400000, -1.998268, 0.178750
16.410000, -6.533123, 0.178750
16.420000, -6.565167, 0.178500
16.430000, -2.056677, 0.178000
16.440000, 3.882736, 0.178000
16.450000, 7.128734, 0.178250
16.460000, 5.408825, 0.178750
16.470000, -0.092704, 0.179250
16.480000, -5.535024, 0.179250
16.490000, -7.094662, 0.179000
16.500000, -3.659301, 0.178500
16.510000, 2.363181, 0.178500
16.520000, 6.719134, 0.178250
16.530000, 6.310322, 0.178500
16.540000, 1.410579, 0.178750
16.550000, -4.500308, 0.179000
16.560000, -7.198246, 0.178750
16.570000, -4.737360, 0.178500
16.580000, 1.132320, 0.178000
16.590000, 6.191223, 0.178000
16.600000, 6.781374, 0.178000
16.610000, 2.458977, 0.178750
16.620000, -3.654248, 0.179250
16.630000, -7.112125, 0.179250
16.640000, -5.380673, 0.178750
16.650000, 0.291142, 0.178500
16.660000, 5.755220, 0.178500
16.670000, 6.989792, 0.178500
16.680000, 3.069628, 0.179000
16.690000, -3.124641, 0.179250
16.700000, -7.008210, 0.179250
16.710000, -5.685931, 0.179000
16.720000, -0.124807, 0.178500
16.730000, 5.535311, 0.178250
16.740000, 7.054178, 0.178500
16.750000, 3.276597, 0.179000
16.760000, -2.971483, 0.179250
16.770000, -6.982882, 0.179250
16.780000, -5.713509, 0.179000
16.790000, -0.107542, 0.178750
16.800000, 5.585643, 0.178500
16.810000, 7.024455, 0.178750
16.820000, 3.093624, 0.179000
16.830000, -3.212081, 0.179250
16.840000, -7.055806, 0.179250
16.850000, -5.466831, 0.179000
16.860000, 0.346843, 0.178750
16.870000, 5.897152, 0.178500
16.880000, 6.874458, 0.178500
16.890000, 2.501814, 0.179000
16.900000, -3.827769, 0.179500
16.910000, -7.168415, 0.179250
16.920000, -4.890133, 0.179000
16.930000, 1.235684, 0.178750
16.940000, 6.393502, 0.178500
16.950000, 6.502566, 0.179000
16.960000, 1.459348, 0.179500
16.970000, -4.748073, 0.179750
16.980000, -7.179882, 0.179500
16.990000, -3.881269, 0.179500
17.000000, 2.527698, 0.179000
17.010000, 6.913954, 0.179000
17.020000, 5.741729, 0.179750
17.030000, -0.062971, 0.180250
17.040000, -5.822012, 0.180500
17.050000, -6.866873, 0.180250
17.060000, -2.331380, 0.179750
17.070000, 4.108133, 0.179750
17.080000, 7.197685, 0.179750
17.090000, 4.395661, 0.180000
17.100000, -2.018491, 0.180500
17.110000, -6.776655, 0.180500
17.120000, -5.947310, 0.180250
17.130000, -0.196968, 0.180000
17.140000, 5.722323, 0.180000
17.150000, 6.888780, 0.180000
17.160000, 2.313727, 0.180750
17.170000, -4.199460, 0.180750
17.180000, -7.199967, 0.180250
17.190000, -4.155829, 0.180000
17.200000, 2.390525, 0.179750
17.210000, 6.925113, 0.180000
17.220000, 5.602396, 0.180500
17.230000, -0.474779, 0.181250
17.240000, -6.153844, 0.181250
17.250000, -6.590275, 0.180500
17.260000, -1.392878, 0.180250
17.270000, 5.003218, 0.180250
17.280000, 7.106069, 0.180500
17.290000, 3.090035, 0.181000
17.300000, -3.598409, 0.181250
17.310000, -7.177401, 0.181250
17.320000, -4.530136, 0.181000
17.330000, 2.061487, 0.180750
17.340000, 6.860641, 0.180750
17.350000, 5.664900, 0.180750
17.360000, -0.498711, 0.181500
17.370000, -6.229105, 0.181500
17.380000, -6.476317, 0.181000
17.390000, -1.003117, 0.180750
17.400000, 5.363290, 0.180750
17.410000, 6.974211, 0.181000
17.420000, 2.379715, 0.181250
17.430000, -4.342441, 0.181500
17.440000, -7.186103, 0.181250
17.450000, -3.588259, 0.180750
17.460000, 3.238316, 0.180500
17.470000, 7.152665, 0.180500
17.480000, 4.608338, 0.181250
17.490000, -2.111845, 0.181500
17.500000, -6.920804, 0.181500
17.510000, -5.433832, 0.181000
17.520000, 1.012858, 0.180750
17.530000, 6.538803, 0.180750
17.540000, 6.072884, 0.181250
17.550000, 0.023014, 0.182250
17.560000, -6.053036, 0.182500
17.570000, -6.541696, 0.181750
17.580000, -0.970959, 0.181500
17.590000, 5.505915, 0.181500
17.600000, 6.863100, 0.182000
17.610000, 1.816659, 0.183000
17.620000, -4.934079, 0.183250
17.630000, -7.062680, 0.182750
17.640000, -2.552280, 0.182750
17.650000, 4.367295, 0.182500
17.660000, 7.166498, 0.182750
17.670000, 3.179541, 0.183750
17.680000, -3.830189, 0.184250
17.690000, -7.199651, 0.184000
17.700000, -3.700754, 0.183500
17.710000, 3.341575, 0.183250
17.720000, 7.185147, 0.183250
17.730000, 4.123296, 0.183750
17.740000, -2.915488, 0.184500
17.750000, -7.143030, 0.184500
17.760000, -4.455260, 0.184000
17.770000, 2.561204, 0.183750
17.780000, 7.090178, 0.183750
17.790000, 4.704045, 0.184250
17.800000, -2.286109, 0.185000
17.810000, -7.039940, 0.185000
17.820000, -4.876542, 0.184500
17.830000, 2.094868, 0.184500
17.840000, 7.002334, 0.184500
17.850000, 4.978700, 0.185250
17.860000, -1.989579, 0.186250
17.870000, -6.983520, 0.186250
17.880000, -5.013146, 0.185500
17.890000, 1.973587, 0.185250
17.900000, 6.986838, 0.185250
17.910000, 4.981464, 0.185500
17.920000, -2.045386, 0.186000
17.930000, -7.011676, 0.186250
17.940000, -4.881847, 0.185500
17.950000, 2.205413, 0.185500
17.960000, 7.054148, 0.185500
17.970000, 4.710737, 0.186250
17.980000, -2.452458, 0.187000
17.990000, -7.106785, 0.187000
18.000000, -4.461758, 0.186250
18.010000, 2.782029, 0.186250
18.020000, 7.158352, 0.186000
18.030000, 4.127453, 0.187000
18.040000, -3.189071, 0.187750
18.050000, -7.193927, 0.187500
18.060000, -3.699340, 0.187000
18.070000, 3.665437, 0.187000
18.080000, 7.194641, 0.187250
18.090000, 3.168084, 0.188000
18.100000, -4.198168, 0.188500
18.110000, -7.138020, 0.188000
18.120000, -2.525824, 0.188000
18.130000, 4.769311, 0.188000
18.140000, 6.998378, 0.188000
18.150000, 1.768298, 0.188750
18.160000, -5.355557, 0.189000
18.170000, -6.747488, 0.188500
18.180000, -0.894302, 0.188250
18.190000, 5.926034, 0.188250
18.200000, 6.356803, 0.188750
18.210000, -0.088698, 0.190000
18.220000, -6.443079, 0.190500
18.230000, -5.798060, 0.189500
18.240000, 1.165112, 0.189500
18.250000, 6.861225, 0.189250
18.260000, 5.048389, 0.190000
18.270000, -2.307073, 0.190750
18.280000, -7.129676, 0.190750
18.290000, -4.091616, 0.190000
18.300000, 3.472778, 0.189750
18.310000, 7.193738, 0.189750
18.320000, 2.924754, 0.190250
18.330000, -4.604543, 0.190750
18.340000, -6.999098, 0.190250
18.350000, -1.562224, 0.190250
18.360000, 5.630920, 0.190000
18.370000, 6.497327, 0.190500
18.380000, 0.039675, 0.191500
18.390000, -6.467385, 0.191750
18.400000, -5.653460, 0.191250
18.410000, 1.580423, 0.191000
18.420000, 7.020701, 0.191000
18.430000, 4.454446, 0.191750
18.440000, -3.208379, 0.192500
18.450000, -7.198337, 0.192500
18.460000, -2.918436, 0.192000
18.470000, 4.726613, 0.192000
18.480000, 6.918905, 0.192250
18.490000, 1.103798, 0.193250
18.500000, -5.996171, 0.194000
18.510000, -6.126854, 0.193500
18.520000, 0.886079, 0.192750
18.530000, 6.868310, 0.192750
18.540000, 4.808036, 0.193500
18.550000, -2.900246, 0.194500
18.560000, -7.199717, 0.194500
18.570000, -3.006718, 0.193750
18.580000, 4.745673, 0.193500
18.590000, 6.876522, 0.193750
18.600000, 0.836196, 0.194750
18.610000, -6.204751, 0.195500
18.620000, -5.840488, 0.194750
18.630000, 1.515689, 0.194000
18.640000, 7.058038, 0.194000
18.650000, 4.114764, 0.194750
18.660000, -3.791772, 0.196000
18.670000, -7.120938, 0.196000
18.680000, -1.825842, 0.195000
18.690000, 5.690055, 0.195000
18.700000, 6.284928, 0.195000
18.710000, -0.788320, 0.196000
18.720000, -6.901977, 0.196500
18.730000, -4.558425, 0.196000
18.740000, 3.388683, 0.195750
18.750000, 7.166602, 0.196250
18.760000, 2.098355, 0.197250
18.770000, -5.570496, 0.198000
18.780000, -6.333319, 0.197500
18.790000, 0.778901, 0.197500
18.800000, 6.924978, 0.197500
18.810000, 4.422597, 0.198000
18.820000, -3.620688, 0.199500
18.830000, -7.123395, 0.199250
18.840000, -1.664740, 0.199000
18.850000, 5.897312, 0.199000
18.860000, 6.007907, 0.199500
18.870000, -1.495626, 0.201000
18.880000, -7.103778, 0.201500
18.890000, -3.670125, 0.200750
18.900000, 4.450129, 0.200500
18.910000, 6.882131, 0.201000
18.920000, 0.490210, 0.201750
18.930000, -6.535701, 0.202000
18.940000, -5.145027, 0.201500
18.950000, 2.891068, 0.201000
18.960000, 7.189761, 0.201500
18.970000, 2.161671, 0.202250
18.980000, -5.681050, 0.203250
18.990000, -6.122088, 0.202750
19.000000, 1.436567, 0.202500
19.010000, 7.118213, 0.202250
19.020000, 3.457562, 0.203250
19.030000, -4.755078, 0.204000
19.040000, -6.700573, 0.203500
19.050000, 0.211947, 0.203250
19.060000, 6.847827, 0.203250
19.070000, 4.390813, 0.203500
19.080000, -3.913661, 0.204500
19.090000, -7.000119, 0.204000
19.100000, -0.724022, 0.203250
19.110000, 6.526641, 0.203250
19.120000, 5.009496, 0.203250
19.130000, -3.256598, 0.203500
19.140000, -7.130404, 0.203500
19.150000, -1.355939, 0.203250
19.160000, 6.261510, 0.203000
19.170000, 5.368858, 0.203500
19.180000, -2.841206, 0.204500
19.190000, -7.174727, 0.204750
19.200000, -1.686091, 0.203750
19.210000, 6.119384, 0.203750
19.220000, 5.511528, 0.204250
19.230000, -2.696509, 0.205250
19.240000, -7.182164, 0.205250
19.250000, -1.720979, 0.204500
19.260000, 6.132613, 0.204250
19.270000, 5.455916, 0.205000
19.280000, -2.831748, 0.205750
19.290000, -7.164583, 0.205750
19.300000, -1.459424, 0.205000
19.310000, 6.298878, 0.205000
19.320000, 5.192693, 0.206000
19.330000, -3.241369, 0.207000
19.340000, -7.095558, 0.207000
19.350000, -0.892374, 0.206750
19.360000, 6.582185, 0.206750
19.370000, 4.686233, 0.207750
19.380000, -3.900649, 0.208500
19.390000, -6.910441, 0.208250
19.400000, -0.011685, 0.207750
19.410000, 6.907326, 0.207750
19.420000, 3.878527, 0.208500
19.430000, -4.752549, 0.209000
19.440000, -6.509211, 0.208500
19.450000, 1.175829, 0.208000
19.460000, 7.155075, 0.208000
19.470000, 2.709854, 0.208250
19.480000, -5.695846, 0.208250
19.490000, -5.766638, 0.207750
19.500000, 2.624479, 0.207750
19.510000, 7.159618, 0.207750
19.520000, 1.142935, 0.208250
19.530000, -6.565158, 0.208500
19.540000, -4.554794, 0.207750
19.550000, 4.217078, 0.207750
19.560000, 6.719681, 0.207750
19.570000, -0.795729, 0.208250
19.580000, -7.125341, 0.208250
19.590000, -2.785110, 0.207750
19.600000, 5.738246, 0.207750
19.610000, 5.631387, 0.208250
19.620000, -2.967718, 0.208750
19.630000, -7.085112, 0.208750
19.640000, -0.470376, 0.208000
19.650000, 6.861476, 0.208000
19.660000, 3.754272, 0.208750
19.670000, -5.080609, 0.208750
19.680000, -6.152399, 0.208500
19.690000, 2.201913, 0.208000
19.700000, 7.178508, 0.208000
19.710000, 1.108138, 0.208750
19.720000, -6.674305, 0.208750
19.730000, -4.140590, 0.208000
19.740000, 4.810667, 0.208000
19.750000, 6.293884, 0.208000
19.760000, -2.019762, 0.208750
19.770000, -7.185564, 0.208750
19.780000, -1.117934, 0.208000
19.790000, 6.704123, 0.208000
19.800000, 3.999059, 0.208500
19.810000, -5.002767, 0.208750
19.820000, -6.114451, 0.208250
19.830000, 2.442276, 0.208250
19.840000, 7.131785, 0.208250
19.850000, 0.494354, 0.209000
19.860000, -6.932538, 0.209250
19.870000, -3.300756, 0.208500
19.880000, 5.610805, 0.208500
19.890000, 5.533215, 0.209000
19.900000, -3.432362, 0.209500
19.910000, -6.875384, 0.209500
19.920000, 0.774407, 0.209000
19.930000, 7.174538, 0.209000
19.940000, 1.949484, 0.209750
19.950000, -6.444045, 0.209750
19.960000, -4.349462, 0.209500
19.970000, 4.842773, 0.209500
19.980000, 6.119083, 0.209500
19.990000, -2.632279, 0.210000
20.000000, -7.063010, 0.210000
